1,2158,5,2014-09-01 19:36:01,
1,1628,5,2014-09-08 22:18:05,
1,1947,5,2014-09-09 21:00:10,
1,1197,5,2014-09-01 21:48:46,
1,2312,5,2014-09-02 07:25:37,
1,888,5,2014-09-18 21:46:55,
1,1886,5,2014-09-20 21:40:12,
1,2046,5,2014-09-19 21:28:05,
10,2322,5,2014-09-17 21:08:35,
10,1731,5,2014-09-23 20:10:45,
100,1047,5,2014-09-21 10:08:52,
100,328,5,2014-09-01 20:46:45,
100,1990,5,2014-09-13 14:09:49,
100,2300,5,2014-09-22 12:00:17,
101,1348,5,2014-09-11 23:06:09,
101,4,5,2014-09-14 00:55:50,
102,1059,5,2014-09-29 19:14:23,
102,936,5,2014-09-19 22:26:38,
102,924,5,2014-09-30 17:37:41,
102,967,5,2014-09-19 18:43:41,
103,1685,5,2014-09-15 06:49:27,
104,694,5,2014-09-20 09:49:09,
104,634,5,2014-09-02 22:26:52,
105,630,5,2014-09-19 09:49:02,
105,2299,5,2014-09-19 09:00:32,
106,450,5,2014-09-02 12:57:29,
106,521,5,2014-09-30 15:43:02,
106,1973,5,2014-09-12 14:29:27,
106,647,5,2014-09-07 13:11:09,
106,1957,5,2014-09-21 23:54:38,
106,2192,5,2014-09-24 22:53:17,
107,884,5,2014-09-02 14:57:43,
107,872,5,2014-09-27 20:08:38,
107,1136,5,2014-09-05 08:42:50,
107,953,5,2014-09-29 20:48:46,
108,2023,5,2014-09-28 19:05:10,
108,2104,5,2014-09-11 11:45:49,
109,976,5,2014-09-25 10:00:17,
109,1590,5,2014-09-30 14:44:02,
109,1277,5,2014-09-17 23:25:44,
109,170,5,2014-09-04 20:22:05,
109,1641,5,2014-09-02 11:50:52,
109,1882,5,2014-09-16 23:43:24,
109,1766,5,2014-09-04 23:43:55,
109,729,5,2014-09-29 10:46:59,
109,544,5,2014-09-10 19:31:01,
11,182,5,2014-09-16 20:24:44,
11,2555,5,2014-09-07 13:26:46,http://img01.taobaocdn.com/bao/uploaded/TB2Z.WXapXXXXafXXXXXXXXXXXX_!!653725685-0-rate.jpg
110,975,5,2014-09-15 07:52:15,
110,1209,5,2014-09-01 22:28:29,
110,901,5,2014-09-30 10:34:02,
110,674,5,2014-09-17 13:43:11,
110,2329,5,2014-09-17 17:24:08,
110,658,5,2014-09-27 10:29:57,
111,2077,5,2014-09-26 18:41:50,
111,1899,5,2014-09-22 12:48:31,
111,1068,5,2014-09-08 12:58:46,
111,684,5,2014-09-13 14:52:42,
112,1989,5,2014-09-27 16:27:18,
112,2436,5,2014-09-26 20:04:57,http://img01.taobaocdn.com/bao/uploaded/TB2gS0CaFXXXXaXXXXXXXXXXXXX_!!383242243-0-rate.jpg
112,1492,5,2014-09-29 23:47:11,
112,724,5,2014-09-28 14:01:48,
112,490,5,2014-09-25 15:26:49,
112,1368,5,2014-09-26 17:54:00,
112,539,5,2014-09-25 16:12:35,
112,1530,5,2014-09-26 12:52:52,
113,2323,5,2014-09-14 15:31:50,
113,2041,5,2014-09-15 21:31:24,
114,124,5,2014-09-05 23:50:24,
114,856,5,2014-09-09 21:23:55,
115,40,5,2014-09-07 11:42:10,
115,40,5,2014-09-07 11:42:10,
115,1214,5,2014-09-06 13:34:36,
115,1725,5,2014-09-09 16:13:01,
115,2396,5,2014-09-10 21:34:17,
115,925,5,2014-09-16 22:43:54,
115,2455,5,2014-09-11 07:16:59,http://img01.taobaocdn.com/bao/uploaded/TB27MyyapXXXXXiXXXXXXXXXXXX_!!2064255743-0-rate.jpg
115,548,5,2014-09-03 15:54:33,
116,2068,5,2014-09-29 23:03:52,
116,718,5,2014-09-19 18:48:18,
116,1870,5,2014-09-09 23:07:41,
116,69,5,2014-09-18 20:29:15,
116,1151,5,2014-09-15 11:52:38,
117,498,5,2014-09-08 22:53:18,
117,1968,5,2014-09-22 15:51:22,
117,1597,5,2014-09-14 22:16:14,
117,391,5,2014-09-27 10:02:31,
117,848,5,2014-09-16 19:09:55,
117,194,5,2014-09-21 22:11:00,
117,2510,5,2014-09-17 12:38:57,http://img01.taobaocdn.com/bao/uploaded/TB2mwnGapXXXXXIXpXXXXXXXXXX_!!2145866377-0-rate.jpg
118,540,5,2014-09-24 17:42:04,
118,491,5,2014-09-12 13:39:46,
118,1695,5,2014-09-08 20:25:25,
119,1818,5,2014-09-06 08:50:50,
119,2218,5,2014-09-02 18:24:41,
119,2235,5,2014-09-18 20:18:23,
119,465,5,2014-09-15 14:12:36,
119,154,5,2014-09-06 17:56:59,
12,1782,5,2014-09-03 14:06:39,
12,1221,5,2014-09-20 17:25:20,
12,1959,5,2014-09-28 15:55:47,
12,1522,5,2014-09-29 17:50:56,
12,2529,5,2014-09-12 18:26:16,http://img01.taobaocdn.com/bao/uploaded/TB284CEapXXXXX0XpXXXXXXXXXX_!!2219470161-0-rate.jpg
12,295,5,2014-09-24 13:34:42,
120,2502,5,2014-09-22 12:46:43,http://img01.taobaocdn.com/bao/uploaded/TB2YfgFapXXXXXMXpXXXXXXXXXX_!!653675020-0-rate.jpg
120,1140,5,2014-09-23 15:47:27,
120,1574,5,2014-09-12 15:22:58,
120,1471,5,2014-09-29 20:53:54,
121,128,5,2014-09-28 21:30:42,
121,698,5,2014-09-20 20:53:24,
122,2528,5,2014-09-17 01:35:06,http://img01.taobaocdn.com/bao/uploaded/TB27B_IapXXXXaLXXXXXXXXXXXX_!!72829847-0-rate.jpg
122,1511,5,2014-09-18 08:26:50,
122,582,5,2014-09-27 12:35:37,
122,1948,5,2014-09-29 10:29:29,
122,339,5,2014-09-16 07:57:11,
122,740,5,2014-09-26 17:16:55,
124,1851,5,2014-09-28 15:17:30,
124,162,5,2014-09-06 06:14:55,
124,1691,5,2014-09-25 12:05:26,
124,914,5,2014-09-07 08:47:22,
125,510,5,2014-09-20 15:38:10,
125,1504,5,2014-09-27 00:27:07,
126,2457,5,2014-09-01 16:12:22,http://img01.taobaocdn.com/bao/uploaded/TB2JCduapXXXXXKXXXXXXXXXXXX_!!676616027-0-rate.jpg
126,2531,5,2014-09-20 17:26:05,http://img01.taobaocdn.com/bao/uploaded/TB2OXssapXXXXbjXXXXXXXXXXXX_!!1593550785-0-rate.jpg
126,2392,5,2014-09-30 17:14:08,
126,1167,5,2014-09-05 19:53:06,
126,2009,5,2014-09-02 11:16:47,
126,721,5,2014-09-21 16:25:42,
127,107,5,2014-09-11 17:22:26,
129,1678,5,2014-09-25 19:36:39,
129,1800,5,2014-09-19 07:56:50,
13,2142,5,2014-09-27 15:36:23,
13,1524,5,2014-09-30 20:01:36,
13,76,5,2014-09-25 21:06:07,
13,2428,5,2014-09-21 22:47:12,http://img01.taobaocdn.com/bao/uploaded/TB2Ub.CapXXXXXJXpXXXXXXXXXX_!!786410507-0-rate.jpg
13,219,5,2014-09-24 15:37:36,
13,55,5,2014-09-23 17:13:03,
13,853,5,2014-09-30 20:15:18,
13,1194,5,2014-09-18 07:07:01,
13,1565,5,2014-09-17 20:50:37,
13,2435,5,2014-09-09 16:46:53,http://img01.taobaocdn.com/bao/uploaded/TB228mhapXXXXbGXXXXXXXXXXXX_!!2108092129-0-rate.jpg
131,2606,5,2014-09-06 10:33:27,http://img01.taobaocdn.com/bao/uploaded/TB29.FWapXXXXX.XpXXXXXXXXXX_!!396586773-0-rate.jpg
131,849,5,2014-09-17 17:59:36,
132,2145,5,2014-09-12 09:19:16,
132,2020,5,2014-09-23 13:17:39,
132,2532,5,2014-09-03 21:00:39,http://img01.taobaocdn.com/bao/uploaded/TB2lepNapXXXXX7XXXXXXXXXXXX_!!417480794-0-rate.jpg
133,1596,5,2014-09-04 20:34:54,
133,342,5,2014-09-19 21:38:02,
133,1467,5,2014-09-08 16:18:43,
133,2587,5,2014-09-28 09:13:28,http://img01.taobaocdn.com/bao/uploaded/TB2WAFSaFXXXXadXXXXXXXXXXXX_!!1794773532-0-rate.jpg
133,1543,5,2014-09-28 06:36:12,
133,1046,5,2014-09-08 21:23:46,
134,2242,5,2014-09-22 21:50:14,
134,826,5,2014-09-27 09:30:41,
134,938,5,2014-09-14 20:38:27,
135,1679,5,2014-09-02 20:36:15,
135,57,5,2014-09-26 20:32:01,
135,846,5,2014-09-27 18:22:41,
135,860,5,2014-09-17 09:34:49,
135,2245,5,2014-09-02 14:17:12,
135,1110,5,2014-09-04 18:31:54,
135,478,5,2014-09-25 11:04:41,
135,185,5,2014-09-20 13:27:33,
135,1934,5,2014-09-19 11:55:06,
135,654,5,2014-09-14 17:59:43,
135,992,5,2014-09-26 15:25:10,
136,1033,5,2014-09-21 11:13:21,
137,583,5,2014-09-08 22:29:24,
137,628,5,2014-09-09 23:38:17,
137,2349,5,2014-09-24 17:51:06,
137,271,5,2014-09-27 05:48:12,
137,1135,5,2014-09-24 13:26:52,
137,2421,5,2014-09-21 18:27:39,
137,1309,5,2014-09-19 15:26:31,
137,1692,5,2014-09-05 21:41:38,
137,1857,5,2014-09-01 17:06:58,
138,926,5,2014-09-29 23:52:36,
138,1365,5,2014-09-19 15:32:34,
138,981,5,2014-09-26 08:39:40,
138,1726,5,2014-09-18 12:56:55,
138,1089,5,2014-09-29 19:44:10,
138,2498,5,2014-09-17 19:43:18,http://img01.taobaocdn.com/bao/uploaded/TB2twDRapXXXXbyXXXXXXXXXXXX_!!1934794877-0-rate.jpg
139,240,5,2014-09-27 09:47:13,
139,2236,5,2014-09-23 23:25:59,
139,2383,5,2014-09-17 12:29:04,
139,161,5,2014-09-16 11:03:10,
139,2552,5,2014-09-20 13:54:10,http://img01.taobaocdn.com/bao/uploaded/TB2rjUhapXXXXasXpXXXXXXXXXX_!!1615685013-0-rate.jpg
139,2008,5,2014-09-11 14:28:06,
139,1488,5,2014-09-19 15:41:25,
139,2074,5,2014-09-17 22:34:47,
14,2197,5,2014-09-17 21:16:03,
14,1473,5,2014-09-20 08:03:31,
14,1700,5,2014-09-04 16:46:42,
14,1944,5,2014-09-23 16:34:01,
14,1869,5,2014-09-29 19:57:04,
140,2341,5,2014-09-16 20:29:45,
140,1267,5,2014-09-25 22:47:46,
140,213,5,2014-09-23 12:15:57,
142,2096,5,2014-09-27 18:41:00,
142,689,5,2014-09-21 11:49:08,
142,2476,5,2014-09-19 18:17:16,http://img01.taobaocdn.com/bao/uploaded/TB2WSf_apXXXXX7XpXXXXXXXXXX_!!1104329219-0-rate.jpg
142,2042,5,2014-09-12 23:23:53,
142,753,5,2014-09-11 21:56:53,
142,197,5,2014-09-13 13:45:47,
142,1805,5,2014-09-04 07:27:20,
142,592,5,2014-09-14 17:47:21,
142,1547,5,2014-09-22 07:32:14,
142,1148,5,2014-09-09 16:19:28,
143,2058,5,2014-09-03 21:26:21,
144,2296,5,2014-09-10 16:07:15,
144,561,5,2014-09-20 15:38:35,
144,1991,5,2014-09-09 23:50:14,
144,2118,5,2014-09-23 22:24:02,
144,282,5,2014-09-22 00:27:21,
145,390,5,2014-09-16 16:00:07,
145,2084,5,2014-09-05 16:27:34,
145,750,5,2014-09-04 16:35:44,
145,2433,5,2014-09-27 13:46:36,http://img01.taobaocdn.com/bao/uploaded/TB2OR4xaFXXXXbUXpXXXXXXXXXX_!!1761342054-0-rate.jpg
145,1984,5,2014-09-16 18:20:22,
145,232,5,2014-09-23 21:30:10,
145,1796,5,2014-09-11 17:28:00,
146,1438,5,2014-09-09 11:53:01,
146,566,5,2014-09-18 19:39:24,
146,160,5,2014-09-21 20:40:39,
147,1583,5,2014-09-23 17:48:53,
147,1307,5,2014-09-18 22:07:19,
147,2170,5,2014-09-09 07:39:28,
147,825,5,2014-09-02 21:25:52,
148,2010,5,2014-09-22 20:55:12,
148,1677,5,2014-09-30 18:13:36,
148,374,5,2014-09-13 16:40:09,
149,2115,5,2014-09-28 13:46:53,
149,1253,5,2014-09-21 20:07:55,
149,2032,5,2014-09-22 20:21:44,
149,354,5,2014-09-28 16:33:12,
15,1171,5,2014-09-02 07:50:20,
15,874,5,2014-09-02 19:35:02,
150,392,5,2014-09-09 17:44:48,
150,656,5,2014-09-23 13:49:45,
150,706,5,2014-09-10 08:52:43,
150,1387,5,2014-09-08 18:31:11,
151,467,5,2014-09-07 19:28:04,
151,1825,5,2014-09-16 12:41:58,
